unit_id,connection_type,technology,tier,rsp,state_or_territory,geography,is_this_service_impaired,is_this_service_underperforming,gateway_mac,All hour trimmed mean download speed,All hour minimum download speed,All hour maximum download speed,Busy hour trimmed mean download speed,Busy hour minimum download speed,Busy hour maximum download speed,All hour trimmed mean upload speed,All hour minimum upload speed,All hour maximum upload speed,Busy hour trimmed mean upload speed,Busy hour minimum upload speed,Busy hour maximum upload speed,All hour trimmed mean latency,All hour minimum latency,All hour maximum latency,Busy hour trimmed mean latency,Busy hour minimum latency,Busy hour maximum latency,Average daily outages
45564661,NBN,Hybrid Fibre Coaxial,100/40 Mbps,Optus,NSW,Urban,FALSE,FALSE,ECBExxxxxx,108.89,88.96,109.41,108.43,89.77,109.35,37.5,17.19,38.1,37.5,36.96,38.1,9.84,8.8,11.93,9.94,8.97,11.93,0
31032053,NBN,Fibre to the Curb,50/20 Mbps,Exetel,NT + SA,Urban,FALSE,FALSE,8C68xxxxxx,53.57,25.21,54.36,52.25,25.21,54.12,18.67,15.75,18.77,18.46,15.75,18.74,24.55,24.24,30.69,24.95,24.42,28.09,0.13
53382901,NBN,Fibre to the Node,50/20 Mbps,iiNet,NSW,Urban,FALSE,FALSE,E0B9xxxxxx,53.64,43.38,54.08,53.47,49.77,54.06,18.64,18,19.16,18.65,18.17,18.73,9.39,9.15,14.27,9.69,9.18,14.27,0
54369013,NBN,Fibre to the Premises,100/40 Mbps,Optus,NSW,Urban,FALSE,FALSE,9CC9xxxxxx,104.39,83.04,104.8,104.09,96.3,104.68,36.56,32.17,36.72,36.49,35.36,36.66,3.71,3.24,5.54,3.77,3.27,5.54,0
49590517,NBN,Fibre to the Node,50/20 Mbps,Dodo & iPrimus,ACT,Urban,FALSE,FALSE,24DFxxxxxx,53.11,35.3,53.38,52.37,35.3,53.35,18.77,14.8,19.01,18.54,14.8,18.86,10.26,9.15,161.49,21.38,9.19,161.49,0.19
55105269,NBN,Fibre to the Node,25/5 Mbps,Telstra,NSW,Urban,FALSE,FALSE,B8EExxxxxx,23.43,12.87,26.78,23.47,18.05,26.75,4.75,4.37,4.88,4.73,4.56,4.81,17.02,15.16,19.24,16.98,15.2,19.24,0.1
1028854,NBN,Fibre to the Node,50/20 Mbps,iiNet,NSW,Urban,FALSE,FALSE,1013xxxxxx,53.74,28.82,54.46,53.37,44.36,54.35,18.97,18.47,19.04,18.95,18.47,19.01,14.02,12.23,20.02,14.17,12.25,18.35,0.03
1029367,NBN,Fibre to the Node,50/20 Mbps,Telstra,NSW,Major Rural,TRUE,TRUE,1013xxxxxx,32.87,19.19,33.4,32.66,19.19,33.39,8.91,8.49,9.4,8.93,8.58,9.39,7.73,6.83,10.78,7.78,6.9,9.03,0
4329465,NBN,Fibre to the Node,50/20 Mbps,Exetel,NSW,Urban,FALSE,FALSE,78C1xxxxxx,53.95,32.1,54.58,51.92,32.1,54.52,18.86,18.57,18.95,18.86,18.73,18.95,7.62,7.14,38.19,9.27,7.16,38.19,0.1
2260985,NBN,Fibre to the Premises,100/40 Mbps,Exetel,NSW,Urban,FALSE,FALSE,0836xxxxxx,107.99,69.67,109.26,105.95,69.67,108.8,37.67,34.14,37.78,37.39,34.14,37.75,6.07,5.52,37.59,6.77,5.62,37.59,0.03
21279225,NBN,Fibre to the Node,100/40 Mbps,MyRepublic,VIC,Urban,TRUE,FALSE,7CFFxxxxxx,71.46,0.04,88.11,63.5,0.04,87.85,30.09,0,35.91,27.82,0.66,35.86,17.89,16.1,43.99,26.14,17.09,43.99,
1029369,NBN,Fibre to the Premises,50/20 Mbps,Optus,NSW,Urban,FALSE,FALSE,7C26xxxxxx,53.6,44.24,55.27,54.15,44.24,55.27,18.81,18.36,18.83,18.81,18.71,18.82,11.21,7.02,26.24,11.4,7.1,26.24,0.1
23116281,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Exetel,NT + SA,Urban,FALSE,FALSE,5078xxxxxx,54.24,28.91,55.04,54.22,48.61,54.73,18.8,18.03,18.96,18.8,18.25,18.9,27.99,27.58,34.61,28.15,27.83,34.61,0.1
4441337,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,NSW,Major Rural,TRUE,FALSE,A491xxxxxx,37.55,21.29,39.52,37.1,22.66,39.52,6.99,6.23,8.1,6.96,6.43,7.64,9.53,9.28,33.21,10.75,9.31,33.21,0.03
1231609,NBN,Fibre to the Node,50/20 Mbps,Telstra,VIC,Urban,FALSE,FALSE,F8ABxxxxxx,54.56,46.57,55.47,54.12,46.57,55.47,18.95,17.96,19.12,18.96,18.76,19.09,14.8,14.54,15.15,14.83,14.55,15.15,0
1027834,NBN,Fibre to the Curb,50/20 Mbps,Telstra,NSW,Urban,FALSE,FALSE,D435xxxxxx,54.54,1.07,55.21,54.21,43.61,55,18.97,18.67,19.07,18.97,18.9,19.03,5.56,5.09,6.53,5.61,5.12,6.53,2.65
1188347,NBN,Fibre to the Curb,50/20 Mbps,TPG,NSW,Urban,FALSE,FALSE,98DAxxxxxx,53.05,20.66,53.6,52.34,32.63,53.54,18.83,17.94,18.93,18.81,18.36,18.88,4.79,4.69,8.09,4.82,4.71,5.26,0
38616829,NBN,Fibre to the Curb,100/40 Mbps,Exetel,NSW,Urban,FALSE,FALSE,C0FDxxxxxx,98.43,39.68,101.55,96.52,44.67,101.54,37.33,6.65,37.77,37.13,31.48,37.73,5.78,5.05,32,6.91,5.18,32,0.26
24028925,NBN,Hybrid Fibre Coaxial,12/1 Mbps,TPG,NSW,Urban,FALSE,FALSE,3C67xxxxxx,12.48,4.38,12.64,12.28,4.38,12.64,0.92,0.71,0.99,0.92,0.87,0.97,7.82,7.33,16.32,8.01,7.7,12.02,0.13
24029437,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Dodo & iPrimus,NSW,Urban,FALSE,FALSE,40B0xxxxxx,52.93,12.9,53.51,52.46,19.03,53.47,18.85,17.95,18.94,18.84,18.59,18.89,8.54,8.15,18.54,8.9,8.34,18.54,0.06
33275645,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Optus,NSW,Urban,FALSE,FALSE,34DBxxxxxx,54.05,36.28,54.9,53.17,36.85,54.84,18.63,15.8,19.34,18.59,18.3,18.67,9.23,8.74,14.22,9.47,8.94,14.22,0.48
54645245,NBN,Hybrid Fibre Coaxial,100/40 Mbps,Aussie Broadband,NSW,Urban,FALSE,FALSE,4C00xxxxxx,91.93,55.86,96.08,91.61,67.46,96.08,37.32,17.94,38.34,37.24,34.03,38.27,10.86,9.99,30.15,11.91,10.19,27.82,1.68
5106685,NBN,Fibre to the Curb,50/20 Mbps,Telstra,NSW,Urban,FALSE,FALSE,BC30xxxxxx,51.66,3.21,55.37,49.87,30.9,54.71,18.76,14.96,18.9,18.57,16.93,18.85,8.03,7.1,16.47,8.17,7.12,14.63,0.03
1027838,NBN,Fibre to the Premises,250/25 Mbps,iiNet,NSW,Urban,FALSE,FALSE,1013xxxxxx,270.46,129.2,272.61,267.09,129.2,271.88,23.69,23.31,23.76,23.69,23.56,23.76,2.47,2.38,6.21,2.63,2.38,5.31,0
2219263,NBN,Fibre to the Premises,100/40 Mbps,Exetel,NSW,Urban,FALSE,FALSE,AC9Exxxxxx,108.48,27.94,109.06,107.21,92.84,109,37.72,36.76,37.82,37.62,36.76,37.8,13.98,13.53,36.2,14.9,13.59,36.2,0.06
48370433,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,VIC,Remote,FALSE,FALSE,3431xxxxxx,67.5,8.92,82.66,40.89,8.92,79,6.14,0.89,9.45,3.64,1.42,6.29,48.79,46.48,62.03,49.05,47.35,52.77,0.23
24029185,NBN,Fibre to the Curb,50/20 Mbps,TPG,VIC,Major Rural,FALSE,FALSE,107Bxxxxxx,53.11,42.98,53.75,52.53,42.98,53.71,17.74,17.16,18.04,17.67,17.16,17.91,11.89,10.83,13.42,12.03,10.94,13.42,0
1028866,NBN,Fibre to the Node,50/20 Mbps,iiNet,TAS,Urban,FALSE,FALSE,E0B9xxxxxx,53.5,14.59,54.02,53.2,43.42,53.77,17.69,17.21,17.95,17.67,17.21,17.87,16.81,16.17,19.83,16.97,16.27,19.83,0
24028677,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,VIC,Minor Rural,FALSE,FALSE,F8CAxxxxxx,53.83,25.85,54.58,53.72,50.68,54.44,17.66,12.1,17.81,17.58,15.94,17.77,12.03,11.98,14.2,12.12,12,14.2,0.03
2260999,NBN,Fibre to the Premises,100/20 Mbps,Launtel,TAS,Minor Rural,FALSE,FALSE,40B0xxxxxx,106.95,79.94,109.05,106.13,79.94,108.58,17.88,17.41,18.07,17.87,17.58,17.98,14.91,14.71,21.04,14.99,14.88,15.43,0.03
46729737,NBN,Fibre to the Curb,100/20 Mbps,Aussie Broadband,NT + SA,Urban,FALSE,FALSE,A491xxxxxx,98.9,27.13,101.98,98.74,81.53,101.98,18.25,18.07,18.38,18.25,18.1,18.35,13.44,13.33,36.23,13.68,13.37,15.26,3.32
56314889,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,,VIC,Urban,FALSE,FALSE,20B0xxxxxx,754.06,311.81,946.11,655.15,311.81,939.09,45.76,17,46.22,45.88,44.91,46.18,8.32,7.57,13.94,8.93,7.89,12.25,0.42
66082825,NBN,Fibre to the Node,50/20 Mbps,TPG,VIC,Major Rural,TRUE,FALSE,E4C3xxxxxx,42.96,30.42,46.52,42.26,30.42,46.51,7.6,6.53,8.27,7.62,7.46,8.27,14.64,10.78,22.11,15.85,10.81,22.11,0.03
2219273,NBN,Fibre to the Node,50/20 Mbps,TPG,NT + SA,Urban,FALSE,FALSE,50D4xxxxxx,46.06,19.27,47.74,46.13,39.66,47.62,16.6,7.55,17.84,16.52,13.92,17.82,18.46,17.05,21.11,18.51,17.14,21.11,3.45
59419149,NBN,Fibre to the Premises,400/50 Mbps,Launtel,TAS,Urban,FALSE,FALSE,444Exxxxxx,440.91,43.12,444.93,417.99,43.12,444.69,45.83,41.35,46.16,45.7,41.35,46,14.31,14.12,20.33,14.48,14.3,15.23,0
24454673,NBN,Hybrid Fibre Coaxial,100/20 Mbps,TPG,VIC,Urban,FALSE,FALSE,C006xxxxxx,102.22,93.05,108.57,101.25,93.05,104.91,18.22,17.22,18.35,18.19,17.93,18.3,8.34,7.96,9.95,8.55,8.22,9.95,0.16
48464401,NBN,Fibre to the Curb,100/20 Mbps,Vodafone,VIC,Urban,FALSE,FALSE,00E0xxxxxx,91.49,49.13,93.62,90.88,58.1,93.5,18.02,6.39,18.3,18.09,17.69,18.24,5.42,5.19,14.18,5.62,5.23,9.94,0
5106705,NBN,Fibre to the Premises,50/20 Mbps,Telstra,TAS,Urban,FALSE,FALSE,A491xxxxxx,53.65,31.04,54.92,52.8,42.37,54.54,18.23,16.72,18.36,18.15,16.72,18.33,11.73,11.59,17,11.84,11.64,17,0
2219283,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,VIC,Urban,FALSE,FALSE,6AD7xxxxxx,919.57,268.9,935.52,862.94,268.9,934.86,45.54,40.86,46.05,45.59,43.59,45.97,1.7,1.63,5.42,1.92,1.65,3.35,0
1029397,NBN,Fibre to the Premises,250/25 Mbps,Telstra,TAS,Urban,FALSE,FALSE,D435xxxxxx,271.21,181.34,275.01,267.73,181.34,275.01,22.8,22.12,22.99,22.8,22.71,22.99,12.22,11.57,14.84,12.42,11.64,14.84,0.03
1188375,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Telstra,VIC,Urban,FALSE,FALSE,1890xxxxxx,92.99,90.39,93.84,92.97,92.11,93.84,18.18,15.99,18.54,18.17,17.74,18.49,9.43,8.82,10.46,9.59,9.12,10.46,0.03
48464409,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,,VIC,Urban,FALSE,FALSE,D8ECxxxxxx,759.97,138.98,939.49,561.14,138.98,695.21,46.05,21.21,46.23,44.94,21.21,46.22,7.94,7.44,11.12,8.63,7.78,11.12,0.06
2219289,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,NT + SA,Urban,FALSE,FALSE,E0B9xxxxxx,49.53,32.59,51.3,49.02,32.59,49.97,15.47,14.26,16.29,15.37,14.36,15.93,15.4,15.26,17.27,15.6,15.28,17.27,0
1028892,NBN,Fibre to the Premises,50/20 Mbps,Telstra,VIC,Urban,FALSE,FALSE,D435xxxxxx,54.51,39.17,55.34,54.24,39.17,54.86,18.28,17.84,18.38,18.25,17.84,18.34,2.88,2.77,4.34,2.93,2.77,4.34,0
4719133,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,74DAxxxxxx,53.39,38.9,54.48,52.4,40.51,53.94,14.56,12.54,14.7,14.47,13.55,14.66,5.4,5.26,7.04,5.66,5.36,7.04,0.1
1188381,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,VIC,Urban,FALSE,FALSE,BC30xxxxxx,56.11,0.2,82.83,41.66,0.2,80.85,5.77,0.65,8.61,3.34,0.65,5.71,40.47,35.21,44.42,40.76,35.37,44.42,0.87
48464417,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,VIC,Remote,FALSE,FALSE,D8D7xxxxxx,62.81,30.85,73.27,58.87,35.39,71.02,5.49,1.79,7.17,4.57,1.79,6.02,30.47,25.25,33.49,30.67,28.26,32.43,0
1029409,NBN,Fibre to the Node,50/20 Mbps,Telstra,VIC,Urban,TRUE,TRUE,BC30xxxxxx,29.16,17.77,30.84,27.64,21.5,30.8,8.21,5.93,9.1,8.14,5.93,8.92,7.47,6.09,11.28,7.89,6.43,11.28,0
1188387,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Other RSPs,VIC,Urban,FALSE,FALSE,6032xxxxxx,52.48,41.78,53.82,50.95,44.99,53.42,18.25,16.15,18.39,18.2,18.03,18.38,10.08,9.69,11.06,10.38,10,11.05,0
1194531,NBN,Fibre to the Node,50/20 Mbps,Telstra,VIC,Major Rural,FALSE,FALSE,BC30xxxxxx,47.21,28.63,52.02,45.74,29.56,51.58,17.95,14.74,18.44,17.63,14.74,18.37,8.54,8.26,17.46,8.79,8.27,13.42,0.16
1188389,NBN,Fibre to the Premises,250/25 Mbps,iiNet,VIC,Urban,FALSE,FALSE,3C7Cxxxxxx,268.74,103.31,271.55,263.31,161.56,271.25,22.11,19.96,22.72,22.11,20.8,22.59,2.32,2.15,5.02,2.5,2.18,4.13,0.03
22865957,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Telstra,VIC,Urban,FALSE,FALSE,A491xxxxxx,107.87,12.08,109.36,101.93,20.11,109.14,18.19,15.59,18.45,17.94,15.59,18.3,7.99,7.61,66.73,9.69,7.88,62.72,0.1
56963117,NBN,Fibre to the Node,50/20 Mbps,Dodo & iPrimus,NT + SA,Urban,FALSE,FALSE,9CC9xxxxxx,52.83,30.9,53.44,51.91,35.55,53.44,17.42,15.32,17.69,17.36,16.39,17.61,19.48,17.71,47.81,19.91,18.01,47.81,0.1
39486509,NBN,Hybrid Fibre Coaxial,250/25 Mbps,TPG,NT + SA,Urban,FALSE,FALSE,C025xxxxxx,268.25,108.52,270.35,265.27,108.52,270.2,22.63,21,22.83,22.61,22.21,22.79,18.68,18.2,22.76,18.84,18.58,22.76,0
54369069,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,VIC,Remote,FALSE,FALSE,A491xxxxxx,53.7,12.2,70.34,42.94,12.2,63.27,4.61,1.73,5.69,3.91,2.44,5.04,39.88,31.92,53.8,41.37,35.23,51.49,0.03
1029421,NBN,Fibre to the Node,50/20 Mbps,Dodo & iPrimus,VIC,Major Rural,FALSE,FALSE,5068xxxxxx,53.2,35.75,53.36,53.06,41.12,53.34,17.57,17.21,17.77,17.55,17.24,17.67,11.04,9.42,13.19,11.34,9.43,13.19,0
2219309,NBN,Fibre to the Node,50/20 Mbps,Dodo & iPrimus,VIC,Urban,FALSE,FALSE,B869xxxxxx,53.12,41.11,53.34,52.88,41.11,53.3,17.56,17.19,17.82,17.55,17.31,17.7,9.35,9.17,21.59,9.42,9.26,9.65,0.1
42617393,NBN,Fibre to the Curb,100/40 Mbps,Optus,VIC,Urban,FALSE,FALSE,7865xxxxxx,101.18,57.89,102.01,100.75,91,101.99,36.22,32.99,36.67,36.18,35.87,36.4,6.72,6.53,8.56,6.75,6.55,7.23,0
47354929,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,28BDxxxxxx,91.87,53.75,107.25,90.7,54.59,107.25,18.06,12.76,18.57,18.14,14.38,18.52,9.66,8.63,13.38,9.97,8.85,13.38,0.03
50570801,NBN,Hybrid Fibre Coaxial,25/10 Mbps,Dodo & iPrimus,VIC,Urban,FALSE,FALSE,F8CAxxxxxx,26.54,17.91,26.68,26.26,17.91,26.68,9.4,8.94,9.45,9.36,8.97,9.44,8.52,7.97,40.12,9.83,8.26,40.12,0.11
61545013,Non-NBN fixed line services,Fibre to the Premises,12/1 Mbps,,VIC,,FALSE,FALSE,C025xxxxxx,11.52,6.67,11.83,11.41,9.88,11.69,0.9,0.83,0.91,0.89,0.85,0.91,1.9,1.68,4.58,2.24,1.79,3.22,0
4803381,NBN,Fibre to the Premises,100/20 Mbps,Telstra,NT + SA,Urban,FALSE,FALSE,20B0xxxxxx,108.74,98.15,109.13,108.24,98.15,109.12,18.13,17.03,18.48,18.07,17.9,18.26,43.36,40.63,56.38,43.69,40.86,51.27,0
48464437,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,TAS,Minor Rural,FALSE,FALSE,244Bxxxxxx,62.55,14.93,82.47,51.72,14.93,80.83,7.74,3.16,10.66,6.39,3.16,9.15,45.11,40.41,50.13,45.22,42.14,49.63,0
34243381,NBN,Hybrid Fibre Coaxial,50/20 Mbps,Vodafone,VIC,Urban,FALSE,FALSE,A491xxxxxx,52.93,39.77,53.86,51.63,44.28,53.86,18.44,17.59,18.55,18.42,18.27,18.5,7.58,7.28,14.58,8.25,7.48,14.58,0.06
4114229,NBN,Fibre to the Node,75/20 Mbps,Aussie Broadband,TAS,Minor Rural,FALSE,FALSE,788Axxxxxx,75.41,42.88,76.51,75.37,74.7,75.52,17.54,14.57,17.81,17.43,15.37,17.76,17.22,16.44,23.23,17.48,16.52,23.23,0
61545017,NBN,Fibre to the Premises,250/25 Mbps,Launtel,TAS,Urban,FALSE,FALSE,0011xxxxxx,252.97,146.2,260.89,246.82,146.2,257.72,22.44,21.8,22.53,22.46,22.28,22.53,16.7,16.5,18.69,16.79,16.67,17.09,0
1188409,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,3431xxxxxx,47.75,24.07,47.98,47.37,24.07,47.98,8.87,7.53,8.94,8.86,8.53,8.9,6.06,5.94,9.33,6.39,5.98,9.33,0.1
54368825,NBN,Fibre to the Node,100/40 Mbps,Optus,VIC,Urban,TRUE,TRUE,245Axxxxxx,44.36,27.95,45.81,43.73,33.09,45.8,28.67,26.75,29.79,28.6,27.46,29.79,7.57,7.13,24.56,7.91,7.17,24.56,0.13
1029433,NBN,Fibre to the Node,50/20 Mbps,iiNet,VIC,Urban,FALSE,FALSE,A491xxxxxx,52.86,32.71,53.99,51.36,32.71,53.99,17.7,16.72,17.91,17.63,16.88,17.89,9.68,7.79,23.13,10.74,8.4,23.13,0.03
2211129,NBN,Fibre to the Premises,250/25 Mbps,iiNet,VIC,Urban,FALSE,FALSE,3810xxxxxx,258.55,75.71,270.98,246.3,78.74,270.98,2.73,2.5,2.83,2.71,2.5,2.77,19.73,19.1,32.23,20.04,19.51,32.23,0.03
57725753,Non-NBN fixed line services,Fibre to the Premises,100/20 Mbps,,VIC,,FALSE,FALSE,CCF4xxxxxx,97.12,7.87,107.77,96.88,7.87,107.77,17.24,10.9,18.19,17.67,11.26,18.17,3.46,3.27,9.22,3.69,3.39,9.22,0.03
55519293,NBN,Hybrid Fibre Coaxial,50/20 Mbps,iiNet,NT + SA,Urban,FALSE,FALSE,74DAxxxxxx,46.84,35.83,47.8,46.4,39.18,47.37,18.21,0.57,18.87,17.93,10.01,18.45,20.13,19.08,30.97,20.23,19.42,25.1,0.23
42617405,NBN,Hybrid Fibre Coaxial,50/20 Mbps,TPG,VIC,Urban,FALSE,FALSE,7483xxxxxx,46.59,23.59,47.43,44.09,23.59,47.33,15.79,13.43,16.08,15.89,15.13,16.03,8.34,7.8,22.53,8.6,7.91,10.29,0
61545025,Non-NBN fixed line services,Fibre to the Premises,250/25 Mbps,,VIC,,FALSE,FALSE,F8CAxxxxxx,158.12,0.1,278.36,141.35,0.1,277.73,12.93,0.11,22.83,11.35,0.12,22.74,2.35,2.23,5.8,2.43,2.32,2.77,4.61
55105345,NBN,Fibre to the Node,50/20 Mbps,Dodo & iPrimus,NT + SA,Urban,FALSE,FALSE,18F1xxxxxx,52.51,34.45,53.56,51.75,39.73,53.43,17.38,14.69,17.64,17.32,16.18,17.59,18.47,16.94,26.96,18.82,17.03,26.96,0.06
1188419,NBN,Fibre to the Curb,100/40 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,F8CAxxxxxx,95.4,72.97,96.83,95.01,82.85,96.75,36.54,27.75,36.71,36.34,33.35,36.63,5.9,5.74,10.69,6.15,5.84,10.69,0.94
1027908,NBN,Fibre to the Node,25/5 Mbps,Dodo & iPrimus,VIC,Urban,TRUE,FALSE,283Bxxxxxx,18.88,1.89,20.25,18.06,11.62,20.21,2.59,1.38,3.05,2.58,1.95,2.96,8.97,7.23,28.46,11.22,7.37,18.57,0.19
2211141,NBN,Fibre to the Node,100/20 Mbps,Aussie Broadband,TAS,Urban,FALSE,FALSE,1CEDxxxxxx,103.47,75.18,104.56,102.31,75.18,104.26,17.53,16.46,17.81,17.47,16.57,17.68,15.41,15.08,17.02,15.6,15.31,17.02,0.1
2219335,NBN,Fibre to the Premises,100/20 Mbps,Aussie Broadband,NT + SA,Urban,FALSE,FALSE,1013xxxxxx,107.07,88.21,109.29,106.25,90.74,108.5,18.05,14.58,18.27,18.02,17.68,18.27,11.42,11.13,32.96,11.77,11.19,14.71,0
2219339,NBN,Fibre to the Premises,250/25 Mbps,Aussie Broadband,TAS,Urban,FALSE,FALSE,F02Fxxxxxx,270.14,241.09,273.12,269.11,241.65,272.91,22.7,21.72,22.91,22.62,21.91,22.87,10.12,10.01,18.41,10.32,10.06,13.34,0
1027916,NBN,Fibre to the Premises,50/20 Mbps,Optus,TAS,Urban,FALSE,FALSE,D06Dxxxxxx,54.5,31.05,55.35,53.97,44.01,55.18,18.1,17.64,18.43,18.09,17.71,18.29,12.69,11.78,14.86,12.77,11.8,14.86,0.03
6986317,NBN,Fibre to the Premises,250/25 Mbps,Telstra,VIC,Urban,FALSE,FALSE,E03Fxxxxxx,261.49,104.86,272.95,254.78,201.07,271.73,21.7,19.15,22.49,21.57,20.37,22.28,2.1,1.88,7.07,2.33,2.08,3.03,0.4
1027920,NBN_FW,Fixed Wireless,25/5 Mbps,,VIC,Remote,FALSE,FALSE,D847xxxxxx,25.37,11.79,27.43,21.39,12.44,26.85,4.55,2.87,4.77,4.45,4.19,4.64,42.24,35.48,48.58,42.82,37.01,47.97,0.32
56963153,NBN very high speed services,Hybrid Fibre Coaxial,500-990/50 Mbps,,VIC,Urban,FALSE,FALSE,206Dxxxxxx,748.71,245.85,920.33,757.25,696.76,887.55,40.53,29.06,43.97,40.08,30,43.91,9.3,8.07,11.72,9.3,8.47,10.73,1.1
36208721,NBN,Fibre to the Premises,100/40 Mbps,Exetel,VIC,Urban,FALSE,FALSE,7C8Bxxxxxx,106.88,47.12,109.07,103.67,47.12,108.62,35.89,32.41,36.35,35.35,32.58,36.26,2.33,2.22,6.75,2.53,2.24,6.75,0.13
2521431,NBN,Fibre to the Premises,50/20 Mbps,Optus,NT + SA,Urban,FALSE,FALSE,2420xxxxxx,54.05,38.29,55.34,53.49,38.29,55.34,18.17,17.55,18.58,18.2,17.97,18.38,13.9,12.16,36.18,15.05,12.31,36.18,0
56963161,NBN,Hybrid Fibre Coaxial,100/40 Mbps,Superloop,VIC,Urban,FALSE,FALSE,02A0xxxxxx,102.9,0.79,108.17,99.23,37.59,107.33,36.13,28.41,36.98,36.18,34.76,36.95,10.34,7.92,22,10.94,8.8,15.78,0.32
38616921,NBN,Fibre to the Node,50/20 Mbps,Vodafone,VIC,Minor Rural,FALSE,FALSE,A491xxxxxx,53.01,21.07,53.82,52.35,43.94,53.78,17.33,15.87,17.68,17.25,16.14,17.68,6.49,6.23,36.72,7.9,6.28,22.23,0.03
59419229,NBN,Fibre to the Node,100/20 Mbps,Launtel,TAS,Urban,FALSE,FALSE,FC34xxxxxx,99.13,61.33,104.86,97.9,77.09,104.74,17.77,15.74,18.16,17.82,17.37,18.12,21.21,20.14,28.52,21.26,20.33,24.11,0.52
2211165,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,VIC,Urban,FALSE,FALSE,001Bxxxxxx,864.54,451.57,908.13,818.79,451.57,907.34,42.9,40.44,42.99,42.89,42.64,42.97,3.12,2.54,7.86,2.96,2.6,5.01,0.03
5106781,NBN,Fibre to the Node,50/20 Mbps,iiNet,NT + SA,Urban,TRUE,FALSE,1013xxxxxx,45.78,35.1,46.52,45.74,37.95,46.49,5.87,5.33,6.24,5.86,5.48,6.01,17.15,16.6,25.24,17.58,16.91,25.24,0.06
1028704,NBN,Fibre to the Premises,50/20 Mbps,Telstra,TAS,Urban,FALSE,FALSE,BC30xxxxxx,54.39,34,55.07,53.7,34,54.81,18.27,15.72,18.36,18.24,18.02,18.35,12.48,11.86,14.31,12.53,11.87,14.31,0.41
55458401,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,VIC,Remote,FALSE,FALSE,2887xxxxxx,18.86,1.53,62.26,10.28,3.17,21.66,2.61,0.84,4.97,1.8,1.07,2.64,35.03,31.93,53,37.61,33.38,53,0.13
24329313,NBN,Fibre to the Premises,100/40 Mbps,Superloop,NT + SA,Urban,FALSE,FALSE,E263xxxxxx,100.49,13.68,108.04,98.16,68.52,107.39,36.2,31,36.64,35.97,34.57,36.54,12.97,12.65,34.38,13.49,12.7,21.67,0
6986593,NBN,Hybrid Fibre Coaxial,100/20 Mbps,Telstra,VIC,Urban,FALSE,FALSE,009Bxxxxxx,107.87,0.08,110.63,107.08,65.45,110.33,18.13,4.61,18.41,18.1,17.19,18.39,8.35,7.81,17.93,8.6,8.08,10.23,0.53
2211169,NBN,Fibre to the Node,100/20 Mbps,Aussie Broadband,NT + SA,Urban,TRUE,FALSE,F8CAxxxxxx,75.33,61.42,76.55,75.1,68.35,75.65,17.67,15.47,17.89,17.67,17.35,17.78,14.61,14.46,37.47,14.95,14.52,17.62,0
2463587,NBN,Fibre to the Node,25/10 Mbps,Aussie Broadband,VIC,Urban,FALSE,FALSE,18F1xxxxxx,27.14,22.23,27.5,27.12,26.01,27.27,8.93,2.86,9.07,8.94,8.8,9.04,8.94,8.78,32.16,9.89,8.8,31.68,0
1028708,NBN,Fibre to the Node,50/20 Mbps,Optus,VIC,Urban,FALSE,FALSE,D06Exxxxxx,54.19,0.12,55.15,54.01,41.73,55.01,4.88,1.59,5.13,4.86,4.53,5.07,8.06,7.76,10.69,8.07,7.8,8.58,0.58
1194597,NBN,Fibre to the Premises,50/20 Mbps,Telstra,VIC,Urban,FALSE,FALSE,D435xxxxxx,54.27,16.41,55.22,53.55,26.32,55.22,18.25,14.64,18.36,18.21,16.57,18.32,1.95,1.8,8.44,2.11,1.82,5.85,0
